"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:1902275";"GO:1902275";"regulation of chromatin organization";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"MKI67/SETD1A/SETD5";3
"GO:2000831";"GO:2000831";"regulation of steroid hormone secretion";"3/3897";"24/18805";0.125;0.60318835001283;-0.994514937907635;0.900903649314589;0.997533909668788;0.870010454241336;"C1QTNF1/PTPN11/SPP1";3
"GO:0009062";"GO:0009062";"fatty acid catabolic process";"17/3897";"105/18805";0.161904761904762;0.781272529540428;-1.14909995815492;0.90097160149732;0.997533909668788;0.870010454241336;"ABCD1/ABCD2/ABHD3/ACADVL/AKT1/ALDH1L2/DECR1/DECR2/ECH1/ETFB/GCDH/LPIN3/MTLN/PEX5/PPARD/SLC25A17/SLC27A2";17
"GO:0021954";"GO:0021954";"central nervous system neuron development";"15/3897";"94/18805";0.159574468085106;0.770027680867443;-1.14280366462931;0.90127990174454;0.997533909668788;0.870010454241336;"AGTPBP1/ATF5/C12orf57/CDH11/DISC1/FEZF2/FOXG1/KIFBP/MYCBP2/NRP2/PLXNA3/SCYL2/SEMA3E/SPG11/SPTBN4";15
"GO:0002778";"GO:0002778";"antibacterial peptide production";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MMP7";1
"GO:0006104";"GO:0006104";"succinyl-CoA metabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SUCLG2";1
"GO:0006171";"GO:0006171";"cAMP biosynthetic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ADCY9";1
"GO:0006527";"GO:0006527";"arginine catabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ARG1";1
"GO:0006784";"GO:0006784";"heme A biosynthetic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ALAD";1
"GO:0007021";"GO:0007021";"tubulin complex assembly";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"TBCB";1
"GO:0007084";"GO:0007084";"mitotic nuclear membrane reassembly";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"BANF1";1
"GO:0009235";"GO:0009235";"cobalamin metabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CUBN";1
"GO:0014012";"GO:0014012";"peripheral nervous system axon regeneration";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MMP2";1
"GO:0015937";"GO:0015937";"coenzyme A biosynthetic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PANK3";1
"GO:0018158";"GO:0018158";"protein oxidation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"LOX";1
"GO:0019227";"GO:0019227";"neuronal action potential propagation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ATP1A2";1
"GO:0019614";"GO:0019614";"catechol-containing compound catabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MOXD1";1
"GO:0021520";"GO:0021520";"spinal cord motor neuron cell fate specification";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ISL2";1
"GO:0021683";"GO:0021683";"cerebellar granular layer morphogenesis";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SERPINE2";1
"GO:0022400";"GO:0022400";"regulation of opsin-mediated signaling pathway";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"GRK1";1
"GO:0031055";"GO:0031055";"chromatin remodeling at centromere";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CENPA";1
"GO:0033004";"GO:0033004";"negative regulation of mast cell activation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CD84";1
"GO:0033034";"GO:0033034";"positive regulation of myeloid cell apoptotic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MEF2C";1
"GO:0034080";"GO:0034080";"CENP-A containing chromatin assembly";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CENPA";1
"GO:0035766";"GO:0035766";"cell chemotaxis to fibroblast growth factor";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CXCL13";1
"GO:0038060";"GO:0038060";"nitric oxide-cGMP-mediated signaling";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"APOE";1
"GO:0042420";"GO:0042420";"dopamine catabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MOXD1";1
"GO:0042424";"GO:0042424";"catecholamine catabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MOXD1";1
"GO:0044650";"GO:0044650";"adhesion of symbiont to host cell";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"HSP90AB1";1
"GO:0044829";"GO:0044829";"positive regulation by host of viral genome replication";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"YTHDC2";1
"GO:0045743";"GO:0045743";"positive regulation of fibroblast growth factor receptor signaling pathway";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"FGFBP3";1
"GO:0045835";"GO:0045835";"negative regulation of meiotic nuclear division";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"FBXO5";1
"GO:0046160";"GO:0046160";"heme a metabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ALAD";1
"GO:0048023";"GO:0048023";"positive regulation of melanin biosynthetic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"GIPC1";1
"GO:0048241";"GO:0048241";"epinephrine transport";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SLC22A3";1
"GO:0048703";"GO:0048703";"embryonic viscerocranium morphogenesis";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CHST11";1
"GO:0048843";"GO:0048843";"negative regulation of axon extension involved in axon guidance";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PLXNA3";1
"GO:0051660";"GO:0051660";"establishment of centrosome localization";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CEP83";1
"GO:0051964";"GO:0051964";"negative regulation of synapse assembly";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"TLR2";1
"GO:0060052";"GO:0060052";"neurofilament cytoskeleton organization";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"NEFH";1
"GO:0060371";"GO:0060371";"regulation of atrial cardiac muscle cell membrane depolarization";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SCN2B";1
"GO:0060525";"GO:0060525";"prostate glandular acinus development";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"FOXA1";1
"GO:0070989";"GO:0070989";"oxidative demethylation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CYP2D6";1
"GO:0071372";"GO:0071372";"cellular response to follicle-stimulating hormone stimulus";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"EDN1";1
"GO:0071918";"GO:0071918";"urea transmembrane transport";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"AQP9";1
"GO:0090184";"GO:0090184";"positive regulation of kidney development";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SOX8";1
"GO:0090269";"GO:0090269";"fibroblast growth factor production";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PTGS2";1
"GO:0090270";"GO:0090270";"regulation of fibroblast growth factor production";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PTGS2";1
"GO:0097050";"GO:0097050";"type B pancreatic cell apoptotic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CAPN10";1
"GO:0101024";"GO:0101024";"mitotic nuclear membrane organization";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"BANF1";1
"GO:0110025";"GO:0110025";"DNA strand resection involved in replication fork processing";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"NBN";1
"GO:0150172";"GO:0150172";"regulation of phosphatidylcholine metabolic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ABCA3";1
"GO:1900378";"GO:1900378";"positive regulation of secondary metabolite biosynthetic process";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"GIPC1";1
"GO:1902423";"GO:1902423";"regulation of attachment of mitotic spindle microtubules to kinetochore";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"INCENP";1
"GO:1903799";"GO:1903799";"negative regulation of miRNA processing";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"ZC3H10";1
"GO:1903911";"GO:1903911";"positive regulation of receptor clustering";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"TNFAIP6";1
"GO:1904667";"GO:1904667";"negative regulation of ubiquitin protein ligase activity";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"FBXO5";1
"GO:1904816";"GO:1904816";"positive regulation of protein localization to chromosome, telomeric region";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PML";1
"GO:1904847";"GO:1904847";"regulation of cell chemotaxis to fibroblast growth factor";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CXCL13";1
"GO:1904869";"GO:1904869";"regulation of protein localization to Cajal body";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MEPCE";1
"GO:1904871";"GO:1904871";"positive regulation of protein localization to Cajal body";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"MEPCE";1
"GO:1905198";"GO:1905198";"manchette assembly";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"CEP131";1
"GO:1905770";"GO:1905770";"regulation of mesodermal cell differentiation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"BMP4";1
"GO:1990481";"GO:1990481";"mRNA pseudouridine synthesis";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"TRUB2";1
"GO:1990700";"GO:1990700";"nucleolar chromatin organization";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"SUV39H1";1
"GO:2000104";"GO:2000104";"negative regulation of DNA-templated DNA replication";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"FBXO5";1
"GO:2000650";"GO:2000650";"negative regulation of sodium ion transmembrane transporter activity";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"NEDD4";1
"GO:2000739";"GO:2000739";"regulation of mesenchymal stem cell differentiation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"LTBP3";1
"GO:2000756";"GO:2000756";"regulation of peptidyl-lysine acetylation";"1/3897";"10/18805";0.1;0.482550680010264;-0.836810821221021;0.902008434890116;0.997533909668788;0.870010454241336;"PML";1
"GO:0140013";"GO:0140013";"meiotic nuclear division";"34/3897";"197/18805";0.17258883248731;0.832828584789289;-1.20594059694336;0.904460682301915;0.997676572956549;0.870134879637391;"ACTR3/ASPM/ATM/AURKA/BAG6/BCL2L11/BRCA2/BRDT/BRME1/BTBD18/EHMT2/EME2/ERCC4/FANCM/FBXO5/FOXJ2/FZR1/INCENP/KLHDC3/MAPK15/MSX1/MUS81/NCAPH2/NUF2/P3H4/RAD51AP1/SHCBP1L/SLX4/SYCE1/SYCE1L/TERB1/UBR2/WASHC5/WEE2";34
"GO:0009063";"GO:0009063";"amino acid catabolic process";"18/3897";"111/18805";0.162162162162162;0.782514616232861;-1.17495457754991;0.905012314744168;0.997676572956549;0.870134879637391;"AASS/AFMID/AMDHD1/ARG1/BCAT2/BCKDK/CBS/ETFB/GAD2/GPT/HAL/HGD/KYAT3/MCCC2/SARDH/SCLY/SHMT1/SLC25A21";18
"GO:1901655";"GO:1901655";"cellular response to ketone";"18/3897";"111/18805";0.162162162162162;0.782514616232861;-1.17495457754991;0.905012314744168;0.997676572956549;0.870134879637391;"AKR1C2/AKT1/CDK4/DDIT4/GJB2/JAK2/METTL21C/PRKCE/PTGFR/SCNN1D/SGK1/SLC39A9/SPHK2/SPP1/TBX2/TGFB1/TNFSF4/XRN1";18
"GO:0021510";"GO:0021510";"spinal cord development";"16/3897";"100/18805";0.16;0.772081088016423;-1.16837468575787;0.905153488965822;0.997676572956549;0.870134879637391;"BAG3/DCTN1/DLL1/DYNC2H1/EED/GDF11/GDF7/ISL2/MPST/PKD1/PTPRS/SHH/SOX11/SOX12/SOX13/ZPR1";16
"GO:0097305";"GO:0097305";"response to alcohol";"49/3897";"276/18805";0.177536231884058;0.856702294221122;-1.2261636009397;0.905241094185991;0.997676572956549;0.870134879637391;"ABCA2/AKR1C2/AKT1/ALAD/ARC/CARD9/CASP8/CCL7/CCR7/CDH1/CDK4/CLDN7/CYBB/DAG1/DRD4/EHMT2/G6PD/GATA3/GPR155/GRAMD1A/GRAMD1C/ITPR2/JUP/KCNMB1/MT-CYB/MT-ND4/NFE2L1/OXT/PMVK/PPP1R9B/PRKCB/PRKCE/PTGFR/PTK2B/PTPRC/RARA/RGS2/SCNN1D/SDF4/SGK1/SLC2A4/SOD2/SPHK2/ST6GAL1/TGFB1/TGFBR2/TNFSF4/TP53INP1/XRN1";49
"GO:0045022";"GO:0045022";"early endosome to late endosome transport";"6/3897";"43/18805";0.13953488372093;0.67332653024688;-1.09645082707128;0.906049066296887;0.997676572956549;0.870134879637391;"HOOK2/MAP2K2/MAPK3/PIK3R4/SNX12/WDR81";6
"GO:0016101";"GO:0016101";"diterpenoid metabolic process";"14/3897";"89/18805";0.157303370786517;0.759068485409405;-1.16483048456063;0.906089966440961;0.997676572956549;0.870134879637391;"ADH1C/AKR1C1/ALDH1A2/CYP27C1/CYP2D6/CYP2W1/DHRS3/DHRS4/DHRS9/LRAT/PLB1/PNPLA2/PRMT3/RDH13";14
"GO:0006458";"GO:0006458";"'de novo' protein folding";"7/3897";"49/18805";0.142857142857143;0.689358114300378;-1.11318814839626;0.906522369034314;0.997676572956549;0.870134879637391;"DNAJB1/ERO1A/HSPA13/HSPA1A/HSPA1B/TELO2/UGGT1";7
"GO:0032717";"GO:0032717";"negative regulation of interleukin-8 production";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"CACTIN/MAPKBP1/OTUD7B/SSC5D/TLR6";5
"GO:0034368";"GO:0034368";"protein-lipid complex remodeling";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"APOC2/APOE/PCSK5/PCSK6/PNLIPRP1";5
"GO:0034369";"GO:0034369";"plasma lipoprotein particle remodeling";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"APOC2/APOE/PCSK5/PCSK6/PNLIPRP1";5
"GO:0046326";"GO:0046326";"positive regulation of D-glucose import";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"AKT1/CAPN10/MAPK14/OSBPL8/PTPN11";5
"GO:0046621";"GO:0046621";"negative regulation of organ growth";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"CTDP1/G6PD/RGS2/STK4/TP73";5
"GO:0048261";"GO:0048261";"negative regulation of receptor-mediated endocytosis";"5/3897";"37/18805";0.135135135135135;0.652095513527384;-1.08301014803851;0.906835298993838;0.997676572956549;0.870134879637391;"ABCA2/ANKRD13B/APOC2/DLG4/PICALM";5
"GO:0031547";"GO:0031547";"brain-derived neurotrophic factor receptor signaling pathway";"8/3897";"55/18805";0.145454545454545;0.701891898196748;-1.13197052881954;0.907807302498972;0.997676572956549;0.870134879637391;"AXL/DDR1/DDR2/EPHA6/ERBB2/NFATC4/SLC2A4/TEK";8
"GO:0034381";"GO:0034381";"plasma lipoprotein particle clearance";"8/3897";"55/18805";0.145454545454545;0.701891898196748;-1.13197052881954;0.907807302498972;0.997676572956549;0.870134879637391;"APOC2/APOE/EHD1/GPIHBP1/KHSRP/MSR1/NCEH1/SOAT2";8
"GO:0050885";"GO:0050885";"neuromuscular process controlling balance";"8/3897";"55/18805";0.145454545454545;0.701891898196748;-1.13197052881954;0.907807302498972;0.997676572956549;0.870134879637391;"DLG4/GAA/HERC1/HEXB/NBN/NKX6-2/NLGN2/SHANK3";8
"GO:0010827";"GO:0010827";"regulation of D-glucose transmembrane transport";"12/3897";"78/18805";0.153846153846154;0.742385661554253;-1.16563843673055;0.908139185645131;0.997676572956549;0.870134879637391;"AKT1/ASPSCR1/CAPN10/CLIP3/EDN1/IL1B/MAPK14/OSBPL8/PRKCB/PTPN11/RTN2/SELENOS";12
"GO:1901605";"GO:1901605";"alpha-amino acid metabolic process";"35/3897";"203/18805";0.172413793103448;0.83198393105218;-1.23055109272323;0.908507653287548;0.997676572956549;0.870134879637391;"AASS/ADSS1/AFMID/AMDHD1/ARG1/BAAT/BCAT2/CBS/EGLN2/FH/GAD2/GCDH/GLYATL1/GLYATL1B/GPT/HAL/HGD/KYAT3/MCCC2/MPST/MRI1/ODC1/PLOD2/PSAT1/PYCR1/PYCR3/SARDH/SCLY/SHMT1/SHMT2/SLC25A21/SLC38A1/SLC39A8/SLC7A11/THAP4";35
"GO:0097006";"GO:0097006";"regulation of plasma lipoprotein particle levels";"15/3897";"95/18805";0.157894736842105;0.761922126331996;-1.18939080332639;0.909580970381488;0.997676572956549;0.870134879637391;"ABCA7/APOC2/APOE/EHD1/GPIHBP1/KHSRP/MSR1/NCEH1/NR1H2/PCSK5/PCSK6/PNLIPRP1/PRKACB/SOAT2/ZDHHC8";15
"GO:0071867";"GO:0071867";"response to monoamine";"9/3897";"61/18805";0.147540983606557;0.711960019687275;-1.15203900762273;0.909621041534198;0.997676572956549;0.870134879637391;"DRD4/GNA11/GNA14/HCN3/KLF16/LRRK2/PALM/RGS8/TGM2";9
"GO:0071869";"GO:0071869";"response to catecholamine";"9/3897";"61/18805";0.147540983606557;0.711960019687275;-1.15203900762273;0.909621041534198;0.997676572956549;0.870134879637391;"DRD4/GNA11/GNA14/HCN3/KLF16/LRRK2/PALM/RGS8/TGM2";9
"GO:0002323";"GO:0002323";"natural killer cell activation involved in immune response";"4/3897";"31/18805";0.129032258064516;0.622646038722922;-1.07505822354482;0.909625742786916;0.997676572956549;0.870134879637391;"AP1G1/FCGR3A/HLA-F/NKG7";4
"GO:0060042";"GO:0060042";"retina morphogenesis in camera-type eye";"10/3897";"67/18805";0.149253731343284;0.720224895537708;-1.1729121436102;0.911778221668208;0.997676572956549;0.870134879637391;"DLL1/LRP5/MAN2A1/NRL/PRDM1/RDH13/ROM1/SAMD11/SDK2/SOX8";10
"GO:1904659";"GO:1904659";"D-glucose transmembrane transport";"18/3897";"112/18805";0.160714285714286;0.775527878587925;-1.21818304735376;0.912492542368492;0.997676572956549;0.870134879637391;"AKT1/ASPSCR1/CAPN10/CLIP3/EDN1/IL1B/MAPK14/OSBPL8/PPARD/PPBP/PRKCB/PTPN11/RTN2/SELENOS/SLC27A1/SLC2A4/SLC2A8/SLC45A1";18
